text,label,pred_id,pred_label
هیچ زبانی قدرت بیان دلتنگی را ندارد!!! به همین خاطر هم هست که هر چه بیشتر دلتنگ باشی بیشتر ساکت می شوی... #انتظار #سکوت #دلتنگی,0,0,neg
ریدم به اصالتت اخه لر گندیده تو را چه به این کارا حروم زاده انگل اجتماع کرونا,0,0,neg
"جناب دکتر؛ بیش از ۱۰ روزه که اینترنت ثابت منزل در کرج قطع شده و بالای ۵ فقره تیکت ثبت کردم و هر بار بدون رسیدگی بسته میشه ... تا جایی که من میدونم تیکت زمانی بسته میشه که عملی انجام شده باشه ... نظارت نیست دکتر جان
من چجوری خونه وایستم ؛ مجبورم به خاطر نداشتن اینترنت برم سرکار (تهران)
۵ روز کاری رفتم شرکت فقط به همین خاطر",0,0,neg
@azarijahromi جناب مهندس جهرمی درود ، واقعا این سوال ما مردم هم هست .چرا تعطیلات عید را به عنوان دو هفته منع عبور و مرور استفاده نمیکنید ؟؟؟شما که به خوبی آمار تحرک ملت رو میتونید ببینید.به خدا مسولیم!به خداوندی مدیریت بحران کرونا و عدم انتشار اون خودش #حق_الناس  هست.شما که در کابینه دولت هستید ، کاری بکنید خواهشاً. تا دوباره شکرگذار ایام خوشمان در کنار هم باشیم و ایران رو بالنده کنیم.,0,0,neg
"💯💯پیج تخصصی بورس سلطان را در تلگرام و اینستاگرام فالو کنید.💯💯
🔻ارائه سیگنال های تضمینی خرید و فروش سهام
🔻آموزش بورس
🔻 سبد گردانی
🔻با بیش از دوازده سال دانش و تجربه بورسی
♦️کانال تخصصی بورس سلطان
Telegram:
http://t.me/signalsahamsoltan
IG:
instagram.com/signal_saham_soltan",1,1,med
سلام تورو خدا این وضع اینترنت همراه رو درست کنید ...ایرانسل که همینجوری نت کم میکنه همراه اول هم که تو منطقه ما اینترنتش ضعیف شده .توروخدا پیگیری کنید من یه بسته ۱۰ گیگ میخرم ۵ روز بیشتر جواب گو نیست قبلا خوب بود ولی الان چند ماه اینجور شده✌✌,1,0,neg
تنها وزیری که محبوب بوده و هست رحمانی فضلی بوده و هست که خداوند نگه دارش باشد 🌹الهی کرونا راه خانه اش را بلد نشود،آمین یا رب العالمین 🌹برای سلامتی ش بر محمد و آل محمد صلوات🌹,2,2,pos
جناب وزیر مایی که نت ثابت نداریم(بخوانید بهمون تعلق نمیگیره! دلیلش رو نمیدونم ولی شرکتای خصوصی گفتن نمیشه، مخابرات منطقه هم فرمودن که امکان نداره به شما اینترنت بدیم!!!!) چه خاکی توو سرمون بریزیم؟!,0,0,neg
الان کرونا تموم شده یا چی که نت رایگانو بستین😑😶,0,0,neg
آقای جهرمی عزیز لطفا به دانش آموزان که درسها رو پیگیرن هم اینترنت رایگان بدین.فقط برای معلم ها نباشه مرسی,1,1,med
قیام تا پیروزی,2,2,pos
@mitrazamani09 نه گل و بلبل نیست . ولی ما حواسمون هست کیا دارن گند میزنن و بدبختیامون از کجاس. ولی یه عده سعی دارن گناهشونو بندازن گردن یه عده دیگه . شما هم لطف کن دیگه بنده رو ریپلای نکن . چون مشخصه جیب شما هم آره,0,0,neg
"اقای جهرمی سلام من یه ایرانی هستم که هنوز اینترنت ندارم نه منطقه ی محرومم نه تو کوهم نه تو مرزم نه جایی هستم که امکانش نباشه فقط گناهم اینه جایی بدنیا اومدم مسولین شهرم به فکر ما نیستن،بنده از یکی از روستاهای شهرستان بم مزاحمتون میشم روستای ما با ۷۰۰ خانوار و ۲۷۰۰ نفر جمعیت هنوز اینترنت نداره حتی ایرانسل هم تو روستای ما انتن نمیده چون دکلش نیست دکل همراه اول هست ولی چه فایده اینترنت نداره درصورتی که تمام روستاهای مجاور ما با یک چهارم جمعیت نسبت به ما از اینترنت پرسرعت 4Gبرخوردارن ولی ما نه؛ به همراه اول میگیم میگه باید به اداره ی مخابرات خودتون بگید برای ما کاری نداره اینترنت دکلتون رو وصل کنیم وقتی به ما ابلاغ کنن؛ به مسول مخابرات روستا میگیم میگه من گفتم ولی کاری انجام نمیدن خواهشمندم ازتون شما بفکر ما باشید ما برای یه کار کوچک باید 50 کیلومتر مساحت طی کنیم بریم شهر بعدشم کافی نت ادرس دقیق مونم هست:استان کرمان-شهرستان بم-بخش بروات-روداب غربی-روستای""طرز"" که بزرگترین روستای این بخش است عاجزانه ازتون درخواست میکنم این کارو برامون انجام بدید باتشکر",0,0,neg
بخواب وزیر با این کرونا و گرفتاری,0,0,neg
"سلام
از شما قطعا شنیده میشه
یک مستند از بیمارستانهای خط اول درگیر کرونا ساخته بشه و به شکل کلیپ به همه ارسال بشه تا مردم واقعا ببینند که با چی روبرو‌ هستند ...
این کرونا شوخی بردار نیست ..
تلویزیون خودمون داره میگه حدود ۴۰٪ از مردم به سفر نوروزی رفتند .!!..
اینجوری بخواد تعطیلات بگذره کادر درمانی برای درمان باقی نمیمونه ...
از شما میشنوند 
یک حرکتی انجام بده لطفا
 یکجوری این موضوع رو به وزارت متبوعه خودتون ربط بدید ...
یک کاری بکنید ...
فرصت اولیه از دست رفته ولی شاید با اینکار بشه جلوی تلفات بیشتر رو گرفت ...",1,0,neg
مردمِ مسلمان فرقِ بین الکلِ چوب و الکلِ میوه جات را نمیدونند، هر دو جانسوزند  اما  این کجا و آن کجا !,1,0,neg
من فقط از خدا میترسم,2,0,neg
هوای هوای رنجور کردن ماست,0,0,neg
نطرات جان کری درباره اظهارات ترامپ درباره ایران: اطلاعیه ترامپ قول آمریکا را شکست ، میزان این آسیب به نحوه برخود اروپا و این که چه کارهایی می تواند انجام دهد تا این توافق باقی بماند و همچنین به واکنش ایران بستگی خواهد داشت. https:// twitter.com/JohnKerry/stat us/993932444859600900 …,1,1,med
چهلم طرف هم گذشت و من نمیتونم به خانوادش سر بزنم. نه اینکه بی احساس باشم، فقط نمیدونم چی بگم موقع تسلیت. #معذب,0,0,neg
-نوشته به #زلزله زدگان مناطق #سنی_نشین کمک نمیکنند عوضش برید به فلسطین کمک کنید! +خب #مزدور با نشر اکاذیب میخوای دعوای #شیعه_و_سنی بندازی چرا اسم کشوری رو میاری که سنی مذهب هست؟,0,0,neg
جهرمی جان لاقل تعرفه هارو کم کن. چخبره تا یدور تو نت می‌زنیم تمام میشه. گند زدی ب نت لاقل تعرفه هارو بیار پایین,0,0,neg
آقای جهرمی جان مادرت این سرور های بازی فورزا رو درست کن بابا اخه همه چی رو فیلتر میکنید چها روزه نمیتونم آنلاین بازی کنم دلخوشیمون همینه,0,0,neg
"اعلام شد تا ۷ فروردین اینترنت رایگان هست، روی سایت پیشگامان هم همین رو نشون میداد، اما بعد از گزارش گیری متوجه شدم توی تمام این روز ها از حجم سرویس اصلی من کم شده، بعد از تماس با پشتیبانی پیشگامان به من گفتن چیزی که به ما ابلاغ شد تا آخر اسفند بوه نه تا هفت فروردین، میشه در این مورد توضیح بدید ؟!
@pishgamandsl  @azarijahromi",1,0,neg
آقای جهرمی وزیرجوان کابینه،برادرمحترم ،کربلایی،حال شماوقتی خوش میشه که زیرساختای این نت لعنتی وداغون مملکتودرست کنی تامردم هزینه واقعی نت روبدن ودعات کنن،کی دیگه یه فکری میخاین بکنین؟ هزینه گزاف نتی رومیگیرین که هیچ کیفیتی نداره ومثل این میمونه مردموتیغ بزنید.لطفاهمت کنین,0,0,neg
جهت شفاف‌سازی باید در بخشی از سایت به این موضوع اشاره میشد که نشده - درضمن کاربران سروش رو میشناسن نه صدا‌سیما (دلیلی بر قرار دادن ایمیل پشتیبانی که اطلاعات هویتی سروش درش درج نشده وجود نداره!) حداقل تغییر بدین یا اصلاح کنین این مورد رو (تصویر ذهنی خوبی نداره) @azarijahromi,0,0,neg
آقای جهرمی یه مشکلی برام پیش اومده که شما میتونید حلش کنید. بخدا درخواست پول و اینا نیست. میشه جان بچت جواب بدی؟,1,1,med
"یه پیج خاص برای سرگرمی توی دوران قرنطینه @wowlland
@wowlland",1,1,med
وقتی تجاوز به مردمی که نظر و عقیده اشون با نظر و عقیده تو فقط از جنبه سیاسی اهمیت داره و اصولاً قربانی اهمیت نداره. حتی تجاوز کار هم رو سیاه نیست دیگه . چون مقصر فقط خود تویی که در زمان و مکان ما درست قرار داشتی و ... بگذریم با این جماعت نمیشه بحثی کرد . #metoo pic.twitter.com/SxzjOmjL29,0,0,neg
پس همیشه باید بفکره پیشروی بود,1,2,pos
بیاین قبول کنیم هیچی ناراحت کننده تر از نرم شدن گوجه سبز نیس,0,0,neg
میترسه یه موقع ما کرونا نداشته باشیم,1,0,neg
جن ها کرونا هم میگیرن؟ افتاده تو مخ من این سوال,1,0,neg
سلام  عرض ادب اقای وزیر  اینترنت رایگان برا دانش اموزان هست ممنونم اگه جواب بدید خیلی سپاس گزارم از شما که زحمت میکشید با تشکر .,1,1,med
آقای جهرمی جان هرکی دوست داری سرعت اینترنت رو ببر بالا بخدا یه فیلم میخوام دانلود کنم فیکس10ساعت طول میکشه سرعت نتمم 17کیلو بایت بر ثانیه بود توروخدا رسیدگی کن لامصب,0,0,neg
"باید بارها تکرار کرد در ۱۵سال گذشته «بیش از ۱۳۰۰میلیارد دلار» درآمد ارزی به #ایران سرازیر شده، یعنی ۴برابر رقمی که باعث جهش بزرگ #چین از سال ۱۳۵۶ تا ۱۳۷۴ شد.
سیاهچاله‌هایی که چنین ثروتی را بلعیده‌اند مسئله اصلی اقتصاد ایران هستند نه #تحریم های اقتصادی.",0,0,neg
بازم دمت گرم برو بخواب تا بیهوش نشدی,2,2,pos
این یکی مهاله کرونا بگیره,2,0,neg
خواهشا اینقدر دروغ نگید خسته نمیشی از این همه دروغ آقای جهرمی .شما چند روز دیر هزینه خط رو پرداخت نکردیم خط ما رو یک طرفه کردید با یک سیستم دروغ خواهشنا نظام مقدس جمهوری اسلامی رو زیر سوال نبرید,0,0,neg
الان چهارتا از برادرام تهران موندن و قرار نیست بیان شهرستان ب مظرتون بقیه ک دارن میان وطنشون حق اونایی ک نیومدن مث برادرای من رو پایمال نمیکنن؟؟,0,0,neg
آقا جهرمی نت ما قطعه چرا هیشکییم پاسخگو نیست؟مخابرات اصلا جواب تلفنو نمیدن,0,0,neg
یَا أَیَّتُها النَّفسُ المُطمَئِنَّة ای جانِ آرام یافته إِرجعی إِلی ربِّکَ راضیةً مَرضیة به سوی پروردگارخویش بازگرد در حالی که تو از او خشنود و او از تو خرسند است https:// twitter.com/ziveryir/statu s/993028843807047681 …,2,2,pos
طرف ۱۲ سال ۱۲ سال مفت ومجانی در مدرسه درس میخواند متوسط ۵ سال در دانشگاه بازم مفت مجانی درس میخواند بعد میاد هشتگ میزنه میگه رژیم عوض شه ،براندازم فلانم بیسارم #تفکر_یکم_به_مولا #قدردان _باشیم #WeSupportOurLeader,0,0,neg
آقای جهرمی چه وضعشه خدایی.,0,0,neg
آقای وزیر سلام. میشه به اینترنت دست نزنید. همونطوری خوب بود. سپاس 🌱,2,2,pos
نمیدونستم این دختره کیری هم خایه مال داره #خایه_مال,0,0,neg
بصیرت❤❤,2,2,pos
جناب وزیر ارتباطات و مسول اپراتورها آگه راست میگید عورزشا دارید سرعت اینترنت همراه را را زیاد کنید، ثابت که کار نداره,0,0,neg
یکی عز این‌ کاکتوسا که انگار روش کاندوم رنگی کشیدن دادن بهم متاسفانه اصن انگار با همه گل هام قهره، رفته اون گوشه نشسته به هیچکس نگاه هم نمیکنه,0,0,neg
فقط دو روز وقت دارم تا ثبت کنم این هشت سال رو! میشه یعنی! انگار تیکه تیکه ی وجودم رو گوشه گوشه ی این شهر جا گذاشتم! #گیج #دلتنگ #هندوستان,0,0,neg
من ۵ روزه اینترنتم قطعه و پشتیبانی اینترنت مخابرات هم گوشی رو برنمیداره. اینترنت مخابرات همدان . من نمیفهمم معمی این کارشون رو,0,0,neg
به شدت موافقم پسرایی که تمام فکرشون شده دختر و سکس مرد های که فکرشون پیش دختر های کم سن ساله‌ آمادگی پذیرش آزادی پوشش رو ندارن چون محدودیت عقده ایشون کرده چه زن هارو چه مرد هارو و این میتونه فاجعه آفرین باشه برای آزادی پوشش دست کم ١٠ سال فرهنگ سازی لازمه,0,0,neg
ممنون :),2,2,pos
اول ازدواج کن حالا، چه عجله ای داری. دیروز داشتی عروسی میکردی که,0,0,neg
"جناب جهرمی خودتون رو هم به بازنشستگان‌مخابرات وصل کنید ببینید که هنوز خواربار اسفند رو نگرفتند
اتامرون الناس بالبر و تنسون انفسکم و انتم تتلون الکتاب افلا تعقلون بقره ۴۴
شما که همه را امر به نیکی میکنید چرا خودتان را فراموش میکنیددر حالیکه علم به کتاب خدا دارید و آن را تلاوت میکنیدآیا پس اندیشه نمیکنید
شمایی که دائم به خلق خدا

سفارش نمائید کار سزا

چه گشت امروز ای قوم دون

که از یاد بردید خود را کنون
********************؟**
کسی را به راوی چو فرمان دهی

نخستین ز مال خود آغاز کن",1,0,neg
آقای وزیر چرا ما از مخابرات سرعت 16 مگ گرفتیم ولی 250 کیلوبایت سرعت واقعیمونه؟,0,0,neg
"جناب جهرمی با سلام 
اینجانب مهدی حمزه دندانپزشک ساکن ملارد استان تهران به شماره ملی 3979389731 در مورخ ۳۰ مرداد ۹۸ با سرقت نزدیک ۲۰ میلیون تومان از حساب سپه اینجانب که طی ۱۸ مرحله از حساب سپه اینجانب به شماره 0948700249609 ملارد توسط شرکت به پراداخت ملت انجام شده شکایت نمودم
خرید به واسطه شرکت ایرانسل انجام شده و طی ساعت ۴ الی ۴/۳۰ صبح روز ۳۰ مرداد ۹۸ و با خریدهای یک میلیون و نود هزار تومانی از شماره ترمینال (۶۱۶۷۴۲) مربوط به دفتر مرکزی ایرانسل انجام شده بود
جناب وزیر اینجانب طی دو مرحله که اسناد در پلیس فتا موجود است از شرکت ایرانسل کتبا درخواست ارسال مدارک مربوط به خریدها را کردم که هر دو بار با وجود تکمیل اسناد خواسته شده از طرف شرکت از دادن مدارک استنکاف ورزید
آخرین آن نامه شماره
4552/44/210/109/566/98
که با گذشت۳ماه هنوز پاسخ نداده اند
ولی مشکل این نیست
مشکل بزرگ‌تر بستن پرونده از طرف شعبه ۵ دادسرای ملارده به علت طولانی شدن پاسخ استعلامات
جناب وزیر مدت ۱۰ روز فرصت اعتراض دارم از تاریخ ۱۷ اسفند که تقریبا بک هفته از آن سپری شده است 
خواهشمندم شما علت ارسال نشدن جواب را جویا شوید",0,0,neg
جان هرکی دوست داری دیگه اینترنت رایگان نده بسمان گند زدی به اینترنت ایران,0,0,neg
جناب پرستویی خیلی عاشقانه نوشتید که چینی ها از حیوان خونگی... بنظرتون چندنفر چینی این امکان رو دارند؟؟ درضمن اون آدمای توی میوه فروشی چینی نبودن؟؟؟ یا حیوانات دوپای خانگی بودن؟؟؟,1,0,neg
مردم دیوانه شدن,0,0,neg
جناب جهرمی از زمانی که صد گیگ رایگان اختصاص داده شده سرعت نت حداقل نتی که مخابرات ارائه میده شدیدا پایین اومده انگار اینجوری میخوان جبران کنند حجم رایگانی که دادند!! لطفا به نحوی پیگیری بفرمایید که از این طرف سرعت رو پایین نیارند,0,0,neg
آقای آذری جهرمی بس کن این بازیا رو ، سرعت اینترنت رو برای سایتای داخلی چهار برابر میکنی ، یعنی سایتایی  که بازدید کننده ش انقدر کمه اگر سرعتش زیاد نمیشد بازم مشکلی پیش نمیومد، سرعت اینترنت ما زیاد که نشده کمتر هم شده دایم اتصال به مودم قطع میشه، سرعت دانلود هم اومده پایین. تو که تو رفع فیلتر چهار تا سایت که سیو بازیها رو میذارن ناتوانی و میگی اختیار دست من نیست، چرا ادعای افزایش سرعت و کیفیت اینترنت رو میکنی ؟ از وزیر بودن فقط حقوقش به تو رسیده واقعا که بدبختی,0,0,neg
مزاج_صفرا طبع‌‌:گرم وخشک تندخو یی لاغراندام گرمی بدن عطش زیاد کدری ادرار زردی… https://www. instagram.com/p/Be-U7RSHKy9/,1,1,med
وزیر جوان نت خونه هارو قطع کردی ،همین بود نت رایگان ،الان عید همه تعطیلن نت نیاز دارن ،حداقل تا زمان اتمام کرونا تمدید میکردی,0,0,neg
ریدن عامو...شهر فلج شده.نه اتوبوس نه مترو...هیچی نیست فعلا...کم مونده تاکسیا کرایه رو ببرن بالا تو این وضع.,0,0,neg
آقا ناموسا حجم اینترنت رایگان بدید فیلم دانلود کنیم ببینیم،تلویزیون که فقط فیلم تخیلی نشون میده،حوصلمون سررفته تو این قرنطینه,1,0,neg
آقای آذری شرافتن داری چمیکنی اینترنت ولو شد 😢,0,0,neg
@azarijahromi خبر خوب فقط شکست کرونا🙏🏻🙏🏻🙏🏻,2,2,pos
آقای وزیر خوب داداشم تو مخابرات هستن الان چند ماهه میگه حقوق نگرفتن یه بچه معلول هم دارند،تو خدا،پیگیری بفرمائید ...لااقل به بار بخوانید سیصد تا پیام دادم بهتون,0,0,neg
من دوتا سرویس دارم یکی مخابرات و یکی مبین نت به جفتشونم اضافه میشه؟,1,1,med
عشاق گرامی ! سینه چاکان محترم! بلبلان باغ عشق! از علمای مربوطه نقل کرده اند که: دوست داشتن به تعداد دفعات گفتن... https:// fb.me/HVmwCRoa,2,2,pos
